bungeni.Owner,bungeni.motion.Edit,t,motion,1023
bungeni.Owner,bungeni.motion.Edit,t,motion,1024
bungeni.Owner,bungeni.motion.Edit,t,motion,1025
bungeni.Owner,bungeni.motion.Edit,t,motion,1026
bungeni.Owner,bungeni.motion.Edit,t,motion,1027
bungeni.Owner,bungeni.motion.Edit,t,motion,1022
bungeni.Owner,bungeni.motion.Edit,t,motion,1029
bungeni.Owner,bungeni.motion.Edit,t,motion,1030
bungeni.Owner,bungeni.motion.Edit,t,motion,1031
bungeni.Owner,bungeni.motion.Edit,t,motion,1028
bungeni.Owner,bungeni.motion.Edit,t,motion,2164
bungeni.Owner,zope.View,t,motion,1023
bungeni.Owner,zope.View,t,motion,1024
bungeni.Owner,zope.View,t,motion,1025
bungeni.Owner,zope.View,t,motion,1026
bungeni.Owner,zope.View,t,motion,1027
bungeni.Owner,zope.View,t,motion,1022
bungeni.Owner,zope.View,t,motion,1029
bungeni.Owner,zope.View,t,motion,1030
bungeni.Owner,zope.View,t,motion,1031
bungeni.Owner,zope.View,t,motion,1028
bungeni.Owner,zope.View,t,motion,2164
bungeni.Anybody,zope.View,f,motion,1023
bungeni.Anybody,zope.View,f,motion,1024
bungeni.Anybody,zope.View,f,motion,1025
bungeni.Anybody,zope.View,f,motion,1026
bungeni.Anybody,zope.View,f,motion,1027
bungeni.Anybody,zope.View,f,motion,1022
bungeni.Anybody,zope.View,f,motion,1029
bungeni.Anybody,zope.View,f,motion,1030
bungeni.Anybody,zope.View,f,motion,1031
bungeni.Anybody,zope.View,f,motion,1028
bungeni.Anybody,zope.View,f,motion,2164
bungeni.Everybody,zope.View,f,motion,1023
bungeni.Everybody,zope.View,f,motion,1024
bungeni.Everybody,zope.View,f,motion,1025
bungeni.Everybody,zope.View,f,motion,1026
bungeni.Everybody,zope.View,f,motion,1027
bungeni.Everybody,zope.View,f,motion,1022
bungeni.Everybody,zope.View,f,motion,1029
bungeni.Everybody,zope.View,f,motion,1030
bungeni.Everybody,zope.View,f,motion,1031
bungeni.Everybody,zope.View,f,motion,1028
bungeni.Everybody,zope.View,f,motion,2164
bungeni.MP,zope.View,f,motion,1023
bungeni.MP,zope.View,f,motion,1024
bungeni.MP,zope.View,f,motion,1025
bungeni.MP,zope.View,f,motion,1026
bungeni.MP,zope.View,f,motion,1027
bungeni.MP,zope.View,f,motion,1022
bungeni.MP,zope.View,f,motion,1029
bungeni.MP,zope.View,f,motion,1030
bungeni.MP,zope.View,f,motion,1031
bungeni.MP,zope.View,f,motion,1028
bungeni.MP,zope.View,f,motion,2164
bungeni.Speaker,zope.View,f,motion,1023
bungeni.Speaker,zope.View,f,motion,1024
bungeni.Speaker,zope.View,f,motion,1025
bungeni.Speaker,zope.View,f,motion,1026
bungeni.Speaker,zope.View,f,motion,1027
bungeni.Speaker,zope.View,f,motion,1022
bungeni.Speaker,zope.View,f,motion,1029
bungeni.Speaker,zope.View,f,motion,1030
bungeni.Speaker,zope.View,f,motion,1031
bungeni.Speaker,zope.View,f,motion,1028
bungeni.Speaker,zope.View,f,motion,2164
bungeni.Clerk,zope.View,f,motion,1023
bungeni.Clerk,zope.View,f,motion,1024
bungeni.Clerk,zope.View,f,motion,1025
bungeni.Clerk,zope.View,f,motion,1026
bungeni.Clerk,zope.View,f,motion,1027
bungeni.Clerk,zope.View,f,motion,1022
bungeni.Clerk,zope.View,f,motion,1029
bungeni.Clerk,zope.View,f,motion,1030
bungeni.Clerk,zope.View,f,motion,1031
bungeni.Clerk,zope.View,f,motion,1028
bungeni.Clerk,zope.View,f,motion,2164
bungeni.Owner,bungeni.motion.Edit,t,motion,4033
bungeni.Owner,zope.View,t,motion,4033
bungeni.Owner,bungeni.motion.Delete,t,motion,4033
bungeni.MP,zope.View,f,motion,4033
bungeni.Clerk,zope.View,f,motion,4033
bungeni.Speaker,zope.View,f,motion,4033
bungeni.Minister,zope.View,f,motion,4033
bungeni.Everybody,zope.View,f,motion,4033
bungeni.Anybody,zope.View,f,motion,4033
bungeni.Owner,bungeni.motion.Edit,t,motion,4034
bungeni.Owner,zope.View,t,motion,4034
bungeni.Owner,bungeni.motion.Delete,t,motion,4034
bungeni.MP,zope.View,f,motion,4034
bungeni.Clerk,zope.View,f,motion,4034
bungeni.Speaker,zope.View,f,motion,4034
bungeni.Minister,zope.View,f,motion,4034
bungeni.Everybody,zope.View,f,motion,4034
bungeni.Anybody,zope.View,f,motion,4034
bungeni.Owner,bungeni.motion.Edit,t,motion,4035
bungeni.Owner,zope.View,t,motion,4035
bungeni.Owner,bungeni.motion.Delete,t,motion,4035
bungeni.MP,zope.View,f,motion,4035
bungeni.Clerk,zope.View,f,motion,4035
bungeni.Speaker,zope.View,f,motion,4035
bungeni.Minister,zope.View,f,motion,4035
bungeni.Everybody,zope.View,f,motion,4035
bungeni.Anybody,zope.View,f,motion,4035
bungeni.Owner,bungeni.motion.Edit,t,motion,4036
bungeni.Owner,zope.View,t,motion,4036
bungeni.Owner,bungeni.motion.Delete,t,motion,4036
bungeni.MP,zope.View,f,motion,4036
bungeni.Clerk,zope.View,f,motion,4036
bungeni.Speaker,zope.View,f,motion,4036
bungeni.Minister,zope.View,f,motion,4036
bungeni.Everybody,zope.View,f,motion,4036
bungeni.Anybody,zope.View,f,motion,4036
bungeni.Owner,bungeni.motion.Edit,t,motion,4037
bungeni.Owner,zope.View,t,motion,4037
bungeni.Owner,bungeni.motion.Delete,t,motion,4037
bungeni.MP,zope.View,f,motion,4037
