bungeni.Owner,bungeni.tableddocument.Edit,t,tableddocument,4086
bungeni.Owner,zope.View,t,tableddocument,4086
bungeni.Owner,bungeni.tableddocument.Delete,t,tableddocument,4086
bungeni.MP,zope.View,f,tableddocument,4086
bungeni.Clerk,zope.View,f,tableddocument,4086
bungeni.Speaker,zope.View,f,tableddocument,4086
bungeni.Minister,zope.View,f,tableddocument,4086
bungeni.Everybody,zope.View,f,tableddocument,4086
bungeni.Anybody,zope.View,f,tableddocument,4086
bungeni.Owner,bungeni.tableddocument.Edit,t,tableddocument,4087
bungeni.Owner,zope.View,t,tableddocument,4087
bungeni.Owner,bungeni.tableddocument.Delete,t,tableddocument,4087
bungeni.MP,zope.View,f,tableddocument,4087
bungeni.Clerk,zope.View,f,tableddocument,4087
bungeni.Speaker,zope.View,f,tableddocument,4087
bungeni.Minister,zope.View,f,tableddocument,4087
bungeni.Everybody,zope.View,f,tableddocument,4087
bungeni.Anybody,zope.View,f,tableddocument,4087
bungeni.Owner,bungeni.tableddocument.Edit,t,tableddocument,4088
bungeni.Owner,zope.View,t,tableddocument,4088
bungeni.Owner,bungeni.tableddocument.Delete,t,tableddocument,4088
bungeni.MP,zope.View,f,tableddocument,4088
bungeni.Clerk,zope.View,f,tableddocument,4088
bungeni.Speaker,zope.View,f,tableddocument,4088
bungeni.Minister,zope.View,f,tableddocument,4088
bungeni.Everybody,zope.View,f,tableddocument,4088
bungeni.Anybody,zope.View,f,tableddocument,4088
bungeni.Owner,bungeni.tableddocument.Edit,t,tableddocument,4089
bungeni.Owner,zope.View,t,tableddocument,4089
bungeni.Owner,bungeni.tableddocument.Delete,t,tableddocument,4089
bungeni.MP,zope.View,f,tableddocument,4089
bungeni.Clerk,zope.View,f,tableddocument,4089
bungeni.Speaker,zope.View,f,tableddocument,4089
bungeni.Minister,zope.View,f,tableddocument,4089
bungeni.Everybody,zope.View,f,tableddocument,4089
bungeni.Anybody,zope.View,f,tableddocument,4089
bungeni.Owner,bungeni.tableddocument.Edit,t,tableddocument,4090
bungeni.Owner,zope.View,t,tableddocument,4090
bungeni.Owner,bungeni.tableddocument.Delete,t,tableddocument,4090
bungeni.MP,zope.View,f,tableddocument,4090
bungeni.Clerk,zope.View,f,tableddocument,4090
bungeni.Speaker,zope.View,f,tableddocument,4090
bungeni.Minister,zope.View,f,tableddocument,4090
bungeni.Everybody,zope.View,f,tableddocument,4090
bungeni.Anybody,zope.View,f,tableddocument,4090
bungeni.Owner,bungeni.tableddocument.Edit,t,tableddocument,4095
bungeni.Owner,zope.View,t,tableddocument,4095
bungeni.Owner,bungeni.tableddocument.Delete,t,tableddocument,4095
bungeni.MP,zope.View,f,tableddocument,4095
bungeni.Clerk,zope.View,f,tableddocument,4095
bungeni.Speaker,zope.View,f,tableddocument,4095
bungeni.Minister,zope.View,f,tableddocument,4095
bungeni.Everybody,zope.View,f,tableddocument,4095
bungeni.Anybody,zope.View,f,tableddocument,4095
bungeni.Owner,bungeni.tableddocument.Edit,t,tableddocument,4098
bungeni.Owner,zope.View,t,tableddocument,4098
bungeni.Owner,bungeni.tableddocument.Delete,t,tableddocument,4098
bungeni.MP,zope.View,f,tableddocument,4098
bungeni.Clerk,zope.View,f,tableddocument,4098
bungeni.Speaker,zope.View,f,tableddocument,4098
bungeni.Minister,zope.View,f,tableddocument,4098
bungeni.Everybody,zope.View,f,tableddocument,4098
bungeni.Anybody,zope.View,f,tableddocument,4098
bungeni.Owner,bungeni.tableddocument.Edit,t,tableddocument,4100
bungeni.Owner,zope.View,t,tableddocument,4100
