1,4086,added,2009-09-29 16:13:07.106962,"",,d.gemom
2,4086,workflow,2009-09-29 16:13:07.161353,Create :  [ transition from new to draft tableddocument ],,d.gemom
3,4086,modified,2009-09-29 16:13:07.16297,"",,d.gemom
4,4087,added,2009-09-29 16:18:52.115581,"",,d.gemom
5,4087,workflow,2009-09-29 16:18:52.147601,Create :  [ transition from new to draft tableddocument ],,d.gemom
6,4087,modified,2009-09-29 16:18:52.14928,"",,d.gemom
7,4088,added,2009-09-29 16:21:49.933977,"",,d.gemom
8,4088,workflow,2009-09-29 16:21:49.96684,Create :  [ transition from new to draft tableddocument ],,d.gemom
9,4088,modified,2009-09-29 16:21:49.968358,"",,d.gemom
10,4089,added,2009-09-29 16:25:21.181629,"",,d.gemom
11,4089,workflow,2009-09-29 16:25:21.212605,Create :  [ transition from new to draft tableddocument ],,d.gemom
12,4089,modified,2009-09-29 16:25:21.214105,"",,d.gemom
13,4090,added,2009-09-29 16:28:00.253661,"",,d.gemom
14,4090,workflow,2009-09-29 16:28:00.285126,Create :  [ transition from new to draft tableddocument ],,d.gemom
15,4090,modified,2009-09-29 16:28:00.28663,"",,d.gemom
16,4091,added,2009-09-29 16:37:33.890434,"",,d.gemom
17,4091,workflow,2009-09-29 16:37:33.920101,Create :  [ transition from new to draft tableddocument ],,d.gemom
18,4091,modified,2009-09-29 16:37:33.921664,"",,d.gemom
19,4092,added,2009-09-29 16:40:58.118476,"",,d.gemom
20,4092,workflow,2009-09-29 16:40:58.157304,Create :  [ transition from new to draft tableddocument ],,d.gemom
21,4092,modified,2009-09-29 16:40:58.158833,"",,d.gemom
22,4093,added,2009-09-29 16:42:48.297766,"",,d.gemom
23,4093,workflow,2009-09-29 16:42:48.328329,Create :  [ transition from new to draft tableddocument ],,d.gemom
24,4093,modified,2009-09-29 16:42:48.329864,"",,d.gemom
25,4094,added,2009-09-29 16:44:39.416584,"",,d.gemom
26,4094,workflow,2009-09-29 16:44:39.470141,Create :  [ transition from new to draft tableddocument ],,d.gemom
27,4094,modified,2009-09-29 16:44:39.472585,"",,d.gemom
28,4095,added,2009-09-29 16:46:06.149018,"",,d.gemom
29,4095,workflow,2009-09-29 16:46:06.223813,Create :  [ transition from new to draft tableddocument ],,d.gemom
30,4095,modified,2009-09-29 16:46:06.225338,"",,d.gemom
31,4096,added,2009-09-29 16:47:30.840662,"",,d.gemom
32,4096,workflow,2009-09-29 16:47:30.874713,Create :  [ transition from new to draft tableddocument ],,d.gemom
33,4096,modified,2009-09-29 16:47:30.876323,"",,d.gemom
34,4097,added,2009-09-29 16:52:50.98603,"",,j.burua
35,4097,workflow,2009-09-29 16:52:51.017287,Create :  [ transition from new to draft tableddocument ],,j.burua
36,4097,modified,2009-09-29 16:52:51.018809,"",,j.burua
37,4098,added,2009-09-29 16:55:20.270274,"",,j.burua
38,4098,workflow,2009-09-29 16:55:20.30215,Create :  [ transition from new to draft tableddocument ],,j.burua
39,4098,modified,2009-09-29 16:55:20.303662,"",,j.burua
40,4099,added,2009-09-29 16:57:19.448968,"",,j.burua
41,4099,workflow,2009-09-29 16:57:19.480514,Create :  [ transition from new to draft tableddocument ],,j.burua
42,4099,modified,2009-09-29 16:57:19.482006,"",,j.burua
43,4100,added,2009-09-29 16:58:34.347809,"",,j.burua
44,4100,workflow,2009-09-29 16:58:34.384719,Create :  [ transition from new to draft tableddocument ],,j.burua
45,4100,modified,2009-09-29 16:58:34.38622,"",,j.burua
46,4101,added,2009-09-29 16:59:19.939365,"",,j.burua
47,4101,workflow,2009-09-29 16:59:19.973188,Create :  [ transition from new to draft tableddocument ],,j.burua
48,4101,modified,2009-09-29 16:59:19.974729,"",,j.burua
49,4102,added,2009-09-29 17:00:08.107649,"",,j.burua
50,4102,workflow,2009-09-29 17:00:08.139171,Create :  [ transition from new to draft tableddocument ],,j.burua
51,4102,modified,2009-09-29 17:00:08.140655,"",,j.burua
52,4103,added,2009-09-29 17:00:51.543527,"",,j.burua
53,4103,workflow,2009-09-29 17:00:51.575558,Create :  [ transition from new to draft tableddocument ],,j.burua
54,4103,modified,2009-09-29 17:00:51.577076,"",,j.burua
55,4104,added,2009-09-29 17:01:57.148737,"",,j.burua
56,4104,workflow,2009-09-29 17:01:57.184071,Create :  [ transition from new to draft tableddocument ],,j.burua
57,4104,modified,2009-09-29 17:01:57.185751,"",,j.burua
58,4105,added,2009-09-29 17:03:10.404827,"",,j.burua
59,4105,workflow,2009-09-29 17:03:10.435619,Create :  [ transition from new to draft tableddocument ],,j.burua
60,4105,modified,2009-09-29 17:03:10.437122,"",,j.burua
61,4106,added,2009-09-29 17:03:57.545168,"",,j.burua
62,4106,workflow,2009-09-29 17:03:57.57577,Create :  [ transition from new to draft tableddocument ],,j.burua
63,4106,modified,2009-09-29 17:03:57.577287,"",,j.burua
