151,169,"17",1988-01-30 00:00:00,1992-11-05 00:00:00
151,540,"18",1988-01-30 00:00:00,1992-11-05 00:00:00
151,4,"19",1988-01-30 00:00:00,1992-11-05 00:00:00
151,22,"19",1990-09-16 00:00:00,1992-11-05 00:00:00
151,175,"19",1988-01-30 00:00:00,1990-09-15 00:00:00
151,23,"21",1988-01-30 00:00:00,1992-11-05 00:00:00
151,58,"21",1991-12-21 00:00:00,1992-11-05 00:00:00
151,61,"21",1988-01-30 00:00:00,1992-11-05 00:00:00
151,137,"21",1990-09-16 00:00:00,1992-11-05 00:00:00
151,142,"21",1988-01-30 00:00:00,1991-12-20 00:00:00
151,168,"21",1988-01-30 00:00:00,1990-11-05 00:00:00
151,171,"21",1990-11-06 00:00:00,1992-11-05 00:00:00
151,238,"21",1988-01-30 00:00:00,1992-11-05 00:00:00
151,240,"21",1988-01-30 00:00:00,1990-09-15 00:00:00
151,68,"22",1988-01-30 00:00:00,1990-11-05 00:00:00
151,220,"22",1990-11-06 00:00:00,1992-11-05 00:00:00
152,5,"17",1988-01-30 00:00:00,1992-11-05 00:00:00
152,554,"18",1988-01-30 00:00:00,1992-11-05 00:00:00
152,14,"19",1988-01-30 00:00:00,1992-11-05 00:00:00
152,269,"19",1991-11-29 00:00:00,1992-11-05 00:00:00
152,524,"19",1988-01-30 00:00:00,1991-11-28 00:00:00
152,69,"21",1988-01-30 00:00:00,1992-11-05 00:00:00
152,164,"21",1992-01-06 00:00:00,1992-11-05 00:00:00
152,175,"21",1988-01-30 00:00:00,1991-09-15 00:00:00
152,287,"21",1991-09-16 00:00:00,1992-11-05 00:00:00
152,361,"21",1988-01-30 00:00:00,1992-11-05 00:00:00
152,429,"21",1988-01-30 00:00:00,1992-01-05 00:00:00
152,447,"21",1988-01-30 00:00:00,1992-01-05 00:00:00
152,513,"21",1992-01-07 00:00:00,1992-11-05 00:00:00
152,523,"21",1988-01-30 00:00:00,1992-11-05 00:00:00
152,149,"22",1988-01-30 00:00:00,1992-11-05 00:00:00
153,14,"17",1988-01-30 00:00:00,1992-11-05 00:00:00
153,554,"18",1988-01-30 00:00:00,1992-11-05 00:00:00
153,62,"19",1988-01-30 00:00:00,1992-11-05 00:00:00
153,283,"19",1991-06-29 00:00:00,1992-11-05 00:00:00
153,522,"19",1988-01-30 00:00:00,1991-06-28 00:00:00
153,73,"21",1988-01-30 00:00:00,1992-11-05 00:00:00
153,168,"21",1990-09-16 00:00:00,1992-11-05 00:00:00
153,176,"21",1988-01-30 00:00:00,1990-09-15 00:00:00
153,289,"21",1991-02-06 00:00:00,1992-11-05 00:00:00
153,363,"21",1988-01-30 00:00:00,1992-11-05 00:00:00
153,433,"21",1988-01-30 00:00:00,1991-10-05 00:00:00
153,450,"21",1988-01-30 00:00:00,1991-02-05 00:00:00
153,517,"21",1991-10-06 00:00:00,1992-11-05 00:00:00
153,526,"21",1988-01-30 00:00:00,1992-11-05 00:00:00
153,150,"22",1988-01-30 00:00:00,1992-11-05 00:00:00
154,15,"17",1988-01-30 00:00:00,1992-11-05 00:00:00
154,566,"18",1988-01-30 00:00:00,1992-11-05 00:00:00
154,69,"19",1988-01-30 00:00:00,1992-11-05 00:00:00
154,287,"19",1990-05-29 00:00:00,1992-11-05 00:00:00
154,524,"19",1988-01-30 00:00:00,1990-05-28 00:00:00
154,74,"21",1988-01-30 00:00:00,1992-11-05 00:00:00
154,174,"21",1989-12-06 00:00:00,1992-11-05 00:00:00
154,243,"21",1988-01-30 00:00:00,1991-09-25 00:00:00
154,291,"21",1991-09-26 00:00:00,1992-11-05 00:00:00
154,365,"21",1988-01-30 00:00:00,1992-11-05 00:00:00
154,434,"21",1988-01-30 00:00:00,1991-11-05 00:00:00
154,452,"21",1988-01-30 00:00:00,1989-12-05 00:00:00
154,518,"21",1991-11-06 00:00:00,1992-11-05 00:00:00
154,521,"21",1988-01-30 00:00:00,1992-11-05 00:00:00
154,151,"22",1988-01-30 00:00:00,1992-11-05 00:00:00
155,25,"17",1988-01-30 00:00:00,1992-11-05 00:00:00
155,581,"18",1988-01-30 00:00:00,1992-11-05 00:00:00
155,164,"19",1988-01-30 00:00:00,1992-11-05 00:00:00
155,342,"19",1990-06-29 00:00:00,1992-11-05 00:00:00
155,502,"19",1988-01-30 00:00:00,1990-06-28 00:00:00
155,174,"21",1988-01-30 00:00:00,1992-11-05 00:00:00
155,176,"21",1992-11-06 00:00:00,1992-11-05 00:00:00
155,283,"21",1988-01-30 00:00:00,1990-02-15 00:00:00
155,328,"21",1992-11-06 00:00:00,1992-11-05 00:00:00
155,368,"21",1988-01-30 00:00:00,1992-11-05 00:00:00
155,411,"21",1988-01-30 00:00:00,1991-10-05 00:00:00
155,453,"21",1988-01-30 00:00:00,1990-02-05 00:00:00
155,492,"21",1992-11-06 00:00:00,1992-11-05 00:00:00
155,520,"21",1988-01-30 00:00:00,1992-11-05 00:00:00
155,263,"22",1988-01-30 00:00:00,1992-11-05 00:00:00
156,14,"17",1988-01-30 00:00:00,1992-11-05 00:00:00
156,581,"18",1988-01-30 00:00:00,1992-11-05 00:00:00
156,98,"19",1988-01-30 00:00:00,1992-11-05 00:00:00
156,321,"19",1992-11-06 00:00:00,1992-11-05 00:00:00
156,511,"19",1988-01-30 00:00:00,1990-05-28 00:00:00
156,75,"21",1988-01-30 00:00:00,1992-11-05 00:00:00
156,175,"21",1992-11-06 00:00:00,1992-11-05 00:00:00
156,244,"21",1988-01-30 00:00:00,1991-09-25 00:00:00
156,292,"21",1992-11-06 00:00:00,1992-11-05 00:00:00
156,374,"21",1988-01-30 00:00:00,1992-11-05 00:00:00
156,453,"21",1988-01-30 00:00:00,1989-12-05 00:00:00
156,460,"21",1988-01-30 00:00:00,1991-11-05 00:00:00
156,519,"21",1992-11-06 00:00:00,1992-11-05 00:00:00
156,521,"21",1988-01-30 00:00:00,1992-11-05 00:00:00
156,264,"22",1988-01-30 00:00:00,1992-11-05 00:00:00
157,174,"17",1991-06-12 00:00:00,1992-11-05 00:00:00
157,175,"17",1990-06-15 00:00:00,1991-06-15 00:00:00
157,170,"17",1989-06-25 00:00:00,1990-06-09 00:00:00
157,169,"17",1988-01-30 00:00:00,1989-06-05 00:00:00
157,583,"18",1991-06-12 00:00:00,1992-11-05 00:00:00
157,583,"18",1990-06-15 00:00:00,1991-06-15 00:00:00
157,583,"18",1989-06-25 00:00:00,1990-06-09 00:00:00
157,583,"18",1988-01-30 00:00:00,1989-06-05 00:00:00
157,155,"19",1991-06-14 00:00:00,1992-11-05 00:00:00
157,181,"19",1991-06-13 00:00:00,1992-11-05 00:00:00
157,150,"19",1990-06-15 00:00:00,1991-06-15 00:00:00
157,176,"19",1990-06-15 00:00:00,1991-06-15 00:00:00
157,150,"19",1989-06-25 00:00:00,1990-06-09 00:00:00
157,175,"19",1989-06-25 00:00:00,1990-06-09 00:00:00
157,146,"19",1988-01-30 00:00:00,1989-06-05 00:00:00
157,170,"19",1988-01-30 00:00:00,1989-06-05 00:00:00
157,592,"20",1991-06-12 00:00:00,1992-11-05 00:00:00
157,592,"20",1990-06-15 00:00:00,1991-06-15 00:00:00
157,592,"20",1989-06-25 00:00:00,1990-06-09 00:00:00
157,592,"20",1988-01-30 00:00:00,1989-06-05 00:00:00
157,90,"21",1991-06-21 00:00:00,1992-11-05 00:00:00
157,69,"21",1991-06-20 00:00:00,1992-11-05 00:00:00
157,183,"21",1991-06-19 00:00:00,1992-11-05 00:00:00
157,234,"21",1991-06-18 00:00:00,1992-11-05 00:00:00
157,237,"21",1991-06-17 00:00:00,1992-11-05 00:00:00
157,31,"21",1991-06-16 00:00:00,1992-11-05 00:00:00
157,46,"21",1990-06-15 00:00:00,1991-06-15 00:00:00
157,56,"21",1990-06-15 00:00:00,1991-06-15 00:00:00
157,70,"21",1990-06-15 00:00:00,1991-06-15 00:00:00
157,179,"21",1990-06-15 00:00:00,1991-06-15 00:00:00
157,234,"21",1990-06-15 00:00:00,1991-06-15 00:00:00
157,235,"21",1990-06-15 00:00:00,1991-06-15 00:00:00
157,40,"21",1989-06-25 00:00:00,1990-06-09 00:00:00
157,55,"21",1989-06-25 00:00:00,1990-06-09 00:00:00
157,67,"21",1989-06-25 00:00:00,1990-06-09 00:00:00
157,179,"21",1989-06-25 00:00:00,1990-06-09 00:00:00
157,234,"21",1989-06-25 00:00:00,1990-06-09 00:00:00
157,240,"21",1989-06-25 00:00:00,1990-06-09 00:00:00
157,38,"21",1988-01-30 00:00:00,1989-06-05 00:00:00
157,55,"21",1988-01-30 00:00:00,1989-06-05 00:00:00
157,67,"21",1988-01-30 00:00:00,1989-06-05 00:00:00
157,175,"21",1988-01-30 00:00:00,1989-06-05 00:00:00
157,234,"21",1988-01-30 00:00:00,1989-06-05 00:00:00
157,239,"21",1988-01-30 00:00:00,1989-06-05 00:00:00
157,174,"22",1991-06-15 00:00:00,1992-11-05 00:00:00
157,174,"22",1990-06-15 00:00:00,1991-06-15 00:00:00
157,174,"22",1989-06-25 00:00:00,1990-06-09 00:00:00
157,174,"22",1988-01-30 00:00:00,1989-06-05 00:00:00
158,174,"17",1991-06-12 00:00:00,1992-11-05 00:00:00
158,175,"17",1990-06-15 00:00:00,1991-06-15 00:00:00
158,170,"17",1989-06-25 00:00:00,1990-06-09 00:00:00
158,169,"17",1988-01-30 00:00:00,1989-06-05 00:00:00
158,583,"18",1991-06-12 00:00:00,1992-11-05 00:00:00
158,583,"18",1990-06-15 00:00:00,1991-06-15 00:00:00
158,583,"18",1989-06-25 00:00:00,1990-06-09 00:00:00
158,583,"18",1988-01-30 00:00:00,1989-06-05 00:00:00
158,155,"19",1991-06-14 00:00:00,1992-11-05 00:00:00
158,181,"19",1991-06-13 00:00:00,1992-11-05 00:00:00
158,150,"19",1990-06-15 00:00:00,1991-06-15 00:00:00
158,176,"19",1990-06-15 00:00:00,1991-06-15 00:00:00
158,150,"19",1989-06-25 00:00:00,1990-06-09 00:00:00
158,175,"19",1989-06-25 00:00:00,1990-06-09 00:00:00
158,146,"19",1988-01-30 00:00:00,1989-06-05 00:00:00
158,170,"19",1988-01-30 00:00:00,1989-06-05 00:00:00
158,592,"20",1991-06-12 00:00:00,1992-11-05 00:00:00
158,592,"20",1990-06-15 00:00:00,1991-06-15 00:00:00
158,592,"20",1989-06-25 00:00:00,1990-06-09 00:00:00
158,592,"20",1988-01-30 00:00:00,1989-06-05 00:00:00
158,90,"21",1991-06-21 00:00:00,1992-11-05 00:00:00
158,69,"21",1991-06-20 00:00:00,1992-11-05 00:00:00
158,183,"21",1991-06-19 00:00:00,1992-11-05 00:00:00
158,234,"21",1991-06-18 00:00:00,1992-11-05 00:00:00
158,237,"21",1991-06-17 00:00:00,1992-11-05 00:00:00
158,31,"21",1991-06-16 00:00:00,1992-11-05 00:00:00
158,46,"21",1990-06-15 00:00:00,1991-06-15 00:00:00
158,56,"21",1990-06-15 00:00:00,1991-06-15 00:00:00
158,70,"21",1990-06-15 00:00:00,1991-06-15 00:00:00
158,179,"21",1990-06-15 00:00:00,1991-06-15 00:00:00
158,234,"21",1990-06-15 00:00:00,1991-06-15 00:00:00
158,235,"21",1990-06-15 00:00:00,1991-06-15 00:00:00
158,40,"21",1989-06-25 00:00:00,1990-06-09 00:00:00
158,55,"21",1989-06-25 00:00:00,1990-06-09 00:00:00
158,67,"21",1989-06-25 00:00:00,1990-06-09 00:00:00
158,179,"21",1989-06-25 00:00:00,1990-06-09 00:00:00
158,234,"21",1989-06-25 00:00:00,1990-06-09 00:00:00
158,240,"21",1989-06-25 00:00:00,1990-06-09 00:00:00
158,38,"21",1988-01-30 00:00:00,1989-06-05 00:00:00
158,55,"21",1988-01-30 00:00:00,1989-06-05 00:00:00
158,67,"21",1988-01-30 00:00:00,1989-06-05 00:00:00
158,175,"21",1988-01-30 00:00:00,1989-06-05 00:00:00
158,234,"21",1988-01-30 00:00:00,1989-06-05 00:00:00
158,239,"21",1988-01-30 00:00:00,1989-06-05 00:00:00
158,174,"22",1991-06-15 00:00:00,1992-11-05 00:00:00
158,174,"22",1990-06-15 00:00:00,1991-06-15 00:00:00
158,174,"22",1989-06-25 00:00:00,1990-06-09 00:00:00
158,174,"22",1988-01-30 00:00:00,1989-06-05 00:00:00
159,174,"17",1991-06-12 00:00:00,1992-11-05 00:00:00
159,175,"17",1990-06-15 00:00:00,1991-06-15 00:00:00
159,170,"17",1989-06-25 00:00:00,1990-06-09 00:00:00
159,169,"17",1988-01-30 00:00:00,1989-06-05 00:00:00
159,583,"18",1991-06-12 00:00:00,1992-11-05 00:00:00
159,583,"18",1990-06-15 00:00:00,1991-06-15 00:00:00
159,583,"18",1989-06-25 00:00:00,1990-06-09 00:00:00
159,583,"18",1988-01-30 00:00:00,1989-06-05 00:00:00
159,155,"19",1991-06-14 00:00:00,1992-11-05 00:00:00
159,181,"19",1991-06-13 00:00:00,1992-11-05 00:00:00
159,150,"19",1990-06-15 00:00:00,1991-06-15 00:00:00
159,176,"19",1990-06-15 00:00:00,1991-06-15 00:00:00
159,150,"19",1989-06-25 00:00:00,1990-06-09 00:00:00
159,175,"19",1989-06-25 00:00:00,1990-06-09 00:00:00
159,146,"19",1988-01-30 00:00:00,1989-06-05 00:00:00
159,170,"19",1988-01-30 00:00:00,1989-06-05 00:00:00
159,592,"20",1991-06-12 00:00:00,1992-11-05 00:00:00
159,592,"20",1990-06-15 00:00:00,1991-06-15 00:00:00
159,592,"20",1989-06-25 00:00:00,1990-06-09 00:00:00
159,592,"20",1988-01-30 00:00:00,1989-06-05 00:00:00
159,90,"21",1991-06-21 00:00:00,1992-11-05 00:00:00
159,69,"21",1991-06-20 00:00:00,1992-11-05 00:00:00
159,183,"21",1991-06-19 00:00:00,1992-11-05 00:00:00
159,234,"21",1991-06-18 00:00:00,1992-11-05 00:00:00
159,237,"21",1991-06-17 00:00:00,1992-11-05 00:00:00
159,31,"21",1991-06-16 00:00:00,1992-11-05 00:00:00
159,46,"21",1990-06-15 00:00:00,1991-06-15 00:00:00
159,56,"21",1990-06-15 00:00:00,1991-06-15 00:00:00
159,70,"21",1990-06-15 00:00:00,1991-06-15 00:00:00
159,179,"21",1990-06-15 00:00:00,1991-06-15 00:00:00
159,234,"21",1990-06-15 00:00:00,1991-06-15 00:00:00
159,235,"21",1990-06-15 00:00:00,1991-06-15 00:00:00
159,40,"21",1989-06-25 00:00:00,1990-06-09 00:00:00
159,55,"21",1989-06-25 00:00:00,1990-06-09 00:00:00
159,67,"21",1989-06-25 00:00:00,1990-06-09 00:00:00
159,179,"21",1989-06-25 00:00:00,1990-06-09 00:00:00
159,234,"21",1989-06-25 00:00:00,1990-06-09 00:00:00
159,240,"21",1989-06-25 00:00:00,1990-06-09 00:00:00
159,38,"21",1988-01-30 00:00:00,1989-06-05 00:00:00
159,55,"21",1988-01-30 00:00:00,1989-06-05 00:00:00
159,67,"21",1988-01-30 00:00:00,1989-06-05 00:00:00
159,175,"21",1988-01-30 00:00:00,1989-06-05 00:00:00
159,234,"21",1988-01-30 00:00:00,1989-06-05 00:00:00
159,239,"21",1988-01-30 00:00:00,1989-06-05 00:00:00
159,174,"22",1991-06-15 00:00:00,1992-11-05 00:00:00
159,174,"22",1990-06-15 00:00:00,1991-06-15 00:00:00
159,174,"22",1989-06-25 00:00:00,1990-06-09 00:00:00
159,174,"22",1988-01-30 00:00:00,1989-06-05 00:00:00
160,174,"17",1991-06-12 00:00:00,1992-11-05 00:00:00
160,175,"17",1990-06-15 00:00:00,1991-06-15 00:00:00
160,170,"17",1989-06-25 00:00:00,1990-06-09 00:00:00
160,169,"17",1988-01-30 00:00:00,1989-06-05 00:00:00
160,583,"18",1991-06-12 00:00:00,1992-11-05 00:00:00
160,583,"18",1990-06-15 00:00:00,1991-06-15 00:00:00
160,583,"18",1989-06-25 00:00:00,1990-06-09 00:00:00
160,583,"18",1988-01-30 00:00:00,1989-06-05 00:00:00
160,155,"19",1991-06-14 00:00:00,1992-11-05 00:00:00
160,181,"19",1991-06-13 00:00:00,1992-11-05 00:00:00
160,150,"19",1990-06-15 00:00:00,1991-06-15 00:00:00
160,176,"19",1990-06-15 00:00:00,1991-06-15 00:00:00
160,150,"19",1989-06-25 00:00:00,1990-06-09 00:00:00
160,175,"19",1989-06-25 00:00:00,1990-06-09 00:00:00
160,146,"19",1988-01-30 00:00:00,1989-06-05 00:00:00
160,170,"19",1988-01-30 00:00:00,1989-06-05 00:00:00
160,592,"20",1991-06-12 00:00:00,1992-11-05 00:00:00
160,592,"20",1990-06-15 00:00:00,1991-06-15 00:00:00
160,592,"20",1989-06-25 00:00:00,1990-06-09 00:00:00
160,592,"20",1988-01-30 00:00:00,1989-06-05 00:00:00
160,90,"21",1991-06-21 00:00:00,1992-11-05 00:00:00
160,69,"21",1991-06-20 00:00:00,1992-11-05 00:00:00
160,183,"21",1991-06-19 00:00:00,1992-11-05 00:00:00
160,234,"21",1991-06-18 00:00:00,1992-11-05 00:00:00
160,237,"21",1991-06-17 00:00:00,1992-11-05 00:00:00
160,31,"21",1991-06-16 00:00:00,1992-11-05 00:00:00
160,46,"21",1990-06-15 00:00:00,1991-06-15 00:00:00
160,56,"21",1990-06-15 00:00:00,1991-06-15 00:00:00
160,70,"21",1990-06-15 00:00:00,1991-06-15 00:00:00
160,179,"21",1990-06-15 00:00:00,1991-06-15 00:00:00
160,234,"21",1990-06-15 00:00:00,1991-06-15 00:00:00
160,235,"21",1990-06-15 00:00:00,1991-06-15 00:00:00
160,40,"21",1989-06-25 00:00:00,1990-06-09 00:00:00
160,55,"21",1989-06-25 00:00:00,1990-06-09 00:00:00
160,67,"21",1989-06-25 00:00:00,1990-06-09 00:00:00
160,179,"21",1989-06-25 00:00:00,1990-06-09 00:00:00
160,234,"21",1989-06-25 00:00:00,1990-06-09 00:00:00
160,240,"21",1989-06-25 00:00:00,1990-06-09 00:00:00
160,38,"21",1988-01-30 00:00:00,1989-06-05 00:00:00
160,55,"21",1988-01-30 00:00:00,1989-06-05 00:00:00
160,67,"21",1988-01-30 00:00:00,1989-06-05 00:00:00
160,175,"21",1988-01-30 00:00:00,1989-06-05 00:00:00
160,234,"21",1988-01-30 00:00:00,1989-06-05 00:00:00
160,239,"21",1988-01-30 00:00:00,1989-06-05 00:00:00
160,174,"22",1991-06-15 00:00:00,1992-11-05 00:00:00
160,174,"22",1990-06-15 00:00:00,1991-06-15 00:00:00
160,174,"22",1989-06-25 00:00:00,1990-06-09 00:00:00
160,174,"22",1988-01-30 00:00:00,1989-06-05 00:00:00
161,152,"17",1990-06-15 00:00:00,1991-06-15 00:00:00
161,154,"17",1991-06-12 00:00:00,1992-11-05 00:00:00
161,163,"17",1988-01-30 00:00:00,1989-06-05 00:00:00
161,167,"17",1989-06-25 00:00:00,1990-06-09 00:00:00
161,586,"18",1990-06-15 00:00:00,1991-06-15 00:00:00
161,586,"18",1991-06-12 00:00:00,1992-11-05 00:00:00
161,586,"18",1988-01-30 00:00:00,1989-06-05 00:00:00
161,586,"18",1989-06-25 00:00:00,1990-06-09 00:00:00
161,85,"19",1991-06-14 00:00:00,1992-11-05 00:00:00
161,138,"19",1990-06-15 00:00:00,1991-06-15 00:00:00
161,145,"19",1991-06-13 00:00:00,1992-11-05 00:00:00
161,150,"19",1988-01-30 00:00:00,1989-06-05 00:00:00
161,153,"19",1989-06-25 00:00:00,1990-06-09 00:00:00
161,160,"19",1990-06-15 00:00:00,1991-06-15 00:00:00
161,176,"19",1988-01-30 00:00:00,1989-06-05 00:00:00
161,176,"19",1989-06-25 00:00:00,1990-06-09 00:00:00
161,593,"20",1990-06-15 00:00:00,1991-06-15 00:00:00
161,593,"20",1991-06-12 00:00:00,1992-11-05 00:00:00
161,593,"20",1988-01-30 00:00:00,1989-06-05 00:00:00
161,593,"20",1989-06-25 00:00:00,1990-06-09 00:00:00
161,45,"21",1988-01-30 00:00:00,1989-06-05 00:00:00
161,49,"21",1989-06-25 00:00:00,1990-06-09 00:00:00
