1,16,3
1,31,2
1,41,3
1,62,1
1,78,3
1,92,1
1,101,1
1,113,3
1,129,2
1,130,2
1,146,1
1,156,1
1,176,3
1,189,3
1,190,3
1,209,1
1,219,3
1,225,2
1,100,2
1,220,1
1,167,1
1,185,1
1,173,3
1,93,3
1,54,1
1,52,3
1,170,1
1,40,3
1,202,2
1,174,3
1,121,2
1,195,3
1,221,2
1,61,1
1,133,1
1,88,3
1,203,3
1,58,1
1,13,1
1,193,3
1,117,2
1,187,3
1,127,3
1,118,3
1,204,1
1,22,3
1,35,3
1,74,3
1,144,3
1,95,1
1,86,2
1,14,2
1,17,1
1,154,3
1,143,1
1,169,1
1,158,3
1,153,1
1,26,3
1,49,2
1,132,2
1,68,3
1,198,2
1,126,3
1,82,2
1,180,1
1,147,3
1,2,1
1,1,2
1,161,3
1,140,3
1,217,1
1,42,1
1,155,1
1,87,2
1,165,3
1,115,3
1,5,1
1,164,1
1,194,1
1,119,3
1,109,1
1,213,2
1,32,3
1,200,3
1,3,1
1,124,1
1,192,2
1,11,2
1,168,3
1,175,1
1,181,3
1,38,2
1,75,3
1,145,3
1,34,2
1,24,1
1,77,2
1,81,1
1,18,2
1,111,1
1,43,3
1,96,2
1,107,3
1,71,3
1,151,3
1,55,1
1,223,2
1,149,1
1,33,3
1,66,3
1,8,3
1,4,3
1,63,3
1,98,3
1,228,1
1,216,3
1,56,1
1,99,2
1,9,3
1,37,2
1,91,2
1,139,1
1,211,3
1,178,3
1,160,1
1,196,1
1,148,3
1,7,1
1,39,3
1,60,2
1,215,3
1,67,2
1,212,3
1,152,3
1,48,3
1,64,3
1,12,1
1,122,1
1,135,3
1,108,1
1,83,3
1,123,3
1,103,3
1,186,3
1,90,2
1,19,3
1,226,1
1,177,3
1,104,2
1,201,3
1,44,3
1,46,2
1,137,3
1,84,3
1,10,1
1,76,2
1,50,3
1,162,2
1,102,3
1,80,2
1,136,3
1,163,3
1,97,2
1,85,1
1,159,3
1,94,3
1,110,2
1,28,1
1,172,2
1,182,2
1,36,3
1,191,3
1,45,2
1,69,3
1,114,3
1,72,3
1,199,3
1,138,2
1,29,1
1,23,2
1,51,3
1,179,2
1,112,3
1,197,2
1,27,2
1,184,2
1,57,3
1,21,3
1,89,2
1,73,2
1,218,1
1,120,1
1,157,2
1,224,2
1,116,1
1,59,2
1,207,2
1,188,1
1,125,2
1,208,1
1,210,2
1,205,3
1,166,2
1,106,1
1,183,1
1,131,2
1,53,3
1,214,3
1,70,1
1,142,1
1,20,3
1,30,3
1,65,1
1,79,1
1,105,2
1,128,3
1,141,1
1,171,2
1,206,3
1,222,2
1,6,2
1,15,3
1,25,1
1,47,1
1,134,3
1,150,3
1,227,3
2,16,1
2,31,2
2,41,3
2,62,3
2,78,3
2,92,1
2,101,3
2,113,2
2,129,2
2,130,2
2,146,2
2,156,3
2,176,2
2,189,1
2,190,2
2,209,1
2,219,3
2,225,3
2,100,3
2,220,1
2,167,1
2,185,3
2,173,3
2,93,2
2,54,2
2,52,3
2,170,2
2,40,2
2,202,2
2,174,2
2,121,3
2,195,1
2,221,2
2,61,3
2,133,1
2,88,3
2,203,2
2,58,2
2,13,3
2,193,2
2,117,2
2,187,2
2,127,1
2,118,3
2,204,2
2,22,3
2,35,2
2,74,1
2,144,2
2,95,3
2,86,2
2,14,2
2,17,1
2,154,3
2,143,3
2,169,1
2,158,2
2,153,1
2,26,2
2,49,3
2,132,2
2,68,3
2,198,2
2,126,3
2,82,2
2,180,2
2,147,3
2,2,1
2,1,3
2,161,3
2,140,3
2,217,3
2,42,1
2,155,3
2,87,3
2,165,2
2,115,3
2,5,2
2,164,2
2,194,3
2,119,1
2,109,3
2,213,1
2,32,2
2,200,2
2,3,1
2,124,2
2,192,3
2,11,3
2,168,2
2,175,1
2,181,1
2,38,3
2,75,1
2,145,2
2,34,3
2,24,3
2,77,2
2,81,2
2,18,3
2,111,2
2,43,3
2,96,1
2,107,2
2,71,3
2,151,1
2,55,2
2,223,1
2,149,1
2,33,2
2,66,2
2,8,1
2,4,3
2,63,2
2,98,2
2,228,2
2,216,3
2,56,2
2,99,1
2,9,2
2,37,2
2,91,2
2,139,3
2,211,1
2,178,2
2,160,3
2,196,3
2,148,2
2,7,3
2,39,2
2,60,1
2,215,1
2,67,3
2,212,1
2,152,1
2,48,1
2,64,1
2,12,1
2,122,3
2,135,3
2,108,2
2,83,1
2,123,1
2,103,2
2,186,2
2,90,2
2,19,2
2,226,2
2,177,1
2,104,3
2,201,1
2,44,2
2,46,3
2,137,1
2,84,1
2,10,3
2,76,3
2,50,1
2,162,3
2,102,1
2,80,3
2,136,3
2,163,2
2,97,3
2,85,3
2,159,3
2,94,1
2,110,2
2,28,3
2,172,3
2,182,1
2,36,2
2,191,1
2,45,1
2,69,3
2,114,3
2,72,2
2,199,3
2,138,1
2,29,2
2,23,3
2,51,1
2,179,3
2,112,2
2,197,3
2,27,2
2,184,1
2,57,1
2,21,1
2,89,2
2,73,3
2,218,3
2,120,3
2,157,1
2,224,2
2,116,2
2,59,1
2,207,1
2,188,2
2,125,2
2,208,3
2,210,1
2,205,3
2,166,1
2,106,1
2,183,2
2,131,1
2,53,2
2,214,1
2,70,3
2,142,1
2,20,2
2,30,1
2,65,2
2,79,3
2,105,2
2,128,2
2,141,1
2,171,2
2,206,1
2,222,1
2,6,3
2,15,1
2,25,2
2,47,3
2,134,1
2,150,3
2,227,3
3,16,1
3,31,3
3,41,1
3,62,3
3,78,1
3,92,1
3,101,2
3,113,3
3,129,1
3,130,1
3,146,1
3,156,2
3,176,1
3,189,2
3,190,3
3,209,2
3,219,3
3,225,3
3,100,3
3,220,1
3,167,1
3,185,3
3,173,2
3,93,3
3,54,2
3,52,1
3,170,2
3,40,1
3,202,2
3,174,2
3,121,2
3,195,1
3,221,1
3,61,1
3,133,3
