1,6,1,1,1988-01-23 00:00:00,1988-01-23 00:00:00
2,6,1,1,1988-01-25 00:00:00,1988-01-25 00:00:00
3,6,1,2,1988-01-25 00:00:00,1988-01-25 00:00:00
4,6,1,1,1988-01-26 00:00:00,1988-01-26 00:00:00
5,6,1,2,1988-01-26 00:00:00,1988-01-26 00:00:00
6,6,1,1,1988-01-27 00:00:00,1988-01-27 00:00:00
7,6,1,1,1988-02-01 00:00:00,1988-02-01 00:00:00
8,6,1,2,1988-02-01 00:00:00,1988-02-01 00:00:00
9,6,1,1,1988-02-02 00:00:00,1988-02-02 00:00:00
10,6,1,2,1988-02-02 00:00:00,1988-02-02 00:00:00
11,6,1,1,1988-02-03 00:00:00,1988-02-03 00:00:00
12,6,1,1,1988-02-08 00:00:00,1988-02-08 00:00:00
13,6,1,2,1988-02-08 00:00:00,1988-02-08 00:00:00
14,6,1,1,1988-02-09 00:00:00,1988-02-09 00:00:00
15,6,1,2,1988-02-09 00:00:00,1988-02-09 00:00:00
16,6,1,1,1988-02-10 00:00:00,1988-02-10 00:00:00
17,6,1,1,1988-02-15 00:00:00,1988-02-15 00:00:00
18,6,1,2,1988-02-15 00:00:00,1988-02-15 00:00:00
19,6,1,1,1988-02-16 00:00:00,1988-02-16 00:00:00
20,6,1,2,1988-02-16 00:00:00,1988-02-16 00:00:00
21,6,1,1,1988-02-17 00:00:00,1988-02-17 00:00:00
22,6,1,1,1988-02-22 00:00:00,1988-02-22 00:00:00
23,6,1,2,1988-02-22 00:00:00,1988-02-22 00:00:00
24,6,1,1,1988-02-23 00:00:00,1988-02-23 00:00:00
25,6,1,2,1988-02-23 00:00:00,1988-02-23 00:00:00
26,6,1,1,1988-02-24 00:00:00,1988-02-24 00:00:00
27,6,1,1,1988-02-29 00:00:00,1988-02-29 00:00:00
28,6,1,2,1988-02-29 00:00:00,1988-02-29 00:00:00
29,6,1,1,1988-03-01 00:00:00,1988-03-01 00:00:00
30,6,1,2,1988-03-01 00:00:00,1988-03-01 00:00:00
31,6,1,1,1988-03-02 00:00:00,1988-03-02 00:00:00
32,6,1,1,1988-03-07 00:00:00,1988-03-07 00:00:00
33,6,1,2,1988-03-07 00:00:00,1988-03-07 00:00:00
34,6,1,1,1988-03-08 00:00:00,1988-03-08 00:00:00
35,6,1,2,1988-03-08 00:00:00,1988-03-08 00:00:00
36,6,1,1,1988-03-09 00:00:00,1988-03-09 00:00:00
37,6,1,1,1988-03-14 00:00:00,1988-03-14 00:00:00
38,6,1,2,1988-03-14 00:00:00,1988-03-14 00:00:00
39,6,1,1,1988-03-15 00:00:00,1988-03-15 00:00:00
40,6,1,2,1988-03-15 00:00:00,1988-03-15 00:00:00
41,6,1,1,1988-03-16 00:00:00,1988-03-16 00:00:00
42,6,1,1,1988-03-21 00:00:00,1988-03-21 00:00:00
43,6,1,2,1988-03-21 00:00:00,1988-03-21 00:00:00
44,6,1,1,1988-03-22 00:00:00,1988-03-22 00:00:00
45,6,1,2,1988-03-22 00:00:00,1988-03-22 00:00:00
46,6,1,1,1988-03-23 00:00:00,1988-03-23 00:00:00
47,6,1,1,1988-03-28 00:00:00,1988-03-28 00:00:00
48,6,1,2,1988-03-28 00:00:00,1988-03-28 00:00:00
49,6,1,1,1988-03-29 00:00:00,1988-03-29 00:00:00
50,6,1,2,1988-03-29 00:00:00,1988-03-29 00:00:00
51,6,1,1,1988-03-30 00:00:00,1988-03-30 00:00:00
52,6,1,1,1988-04-04 00:00:00,1988-04-04 00:00:00
53,6,1,2,1988-04-04 00:00:00,1988-04-04 00:00:00
54,6,1,1,1988-04-05 00:00:00,1988-04-05 00:00:00
55,6,1,2,1988-04-05 00:00:00,1988-04-05 00:00:00
56,6,1,1,1988-04-06 00:00:00,1988-04-06 00:00:00
57,6,1,1,1988-04-11 00:00:00,1988-04-11 00:00:00
58,6,1,2,1988-04-11 00:00:00,1988-04-11 00:00:00
59,6,1,1,1988-04-12 00:00:00,1988-04-12 00:00:00
60,6,1,2,1988-04-12 00:00:00,1988-04-12 00:00:00
61,6,1,1,1988-04-13 00:00:00,1988-04-13 00:00:00
62,6,1,1,1988-04-18 00:00:00,1988-04-18 00:00:00
63,6,1,2,1988-04-18 00:00:00,1988-04-18 00:00:00
64,6,1,1,1988-04-19 00:00:00,1988-04-19 00:00:00
65,6,1,2,1988-04-19 00:00:00,1988-04-19 00:00:00
66,6,1,1,1988-04-20 00:00:00,1988-04-20 00:00:00
67,6,1,1,1988-04-25 00:00:00,1988-04-25 00:00:00
68,6,1,2,1988-04-25 00:00:00,1988-04-25 00:00:00
69,6,1,1,1988-04-26 00:00:00,1988-04-26 00:00:00
70,6,1,2,1988-04-26 00:00:00,1988-04-26 00:00:00
71,6,1,1,1988-04-27 00:00:00,1988-04-27 00:00:00
72,6,1,1,1988-04-28 00:00:00,1988-04-28 00:00:00
73,6,2,1,1988-06-05 00:00:00,1988-06-05 00:00:00
74,6,2,1,1988-06-06 00:00:00,1988-06-06 00:00:00
75,6,2,2,1988-06-06 00:00:00,1988-06-06 00:00:00
76,6,2,1,1988-06-07 00:00:00,1988-06-07 00:00:00
77,6,2,2,1988-06-07 00:00:00,1988-06-07 00:00:00
78,6,2,1,1988-06-08 00:00:00,1988-06-08 00:00:00
79,6,2,1,1988-06-13 00:00:00,1988-06-13 00:00:00
80,6,2,2,1988-06-13 00:00:00,1988-06-13 00:00:00
81,6,2,1,1988-06-14 00:00:00,1988-06-14 00:00:00
82,6,2,2,1988-06-14 00:00:00,1988-06-14 00:00:00
83,6,2,1,1988-06-15 00:00:00,1988-06-15 00:00:00
84,6,2,1,1988-06-20 00:00:00,1988-06-20 00:00:00
85,6,2,2,1988-06-20 00:00:00,1988-06-20 00:00:00
86,6,2,1,1988-06-21 00:00:00,1988-06-21 00:00:00
87,6,2,2,1988-06-21 00:00:00,1988-06-21 00:00:00
88,6,2,1,1988-06-22 00:00:00,1988-06-22 00:00:00
89,6,2,1,1988-06-27 00:00:00,1988-06-27 00:00:00
90,6,2,2,1988-06-27 00:00:00,1988-06-27 00:00:00
91,6,2,1,1988-06-28 00:00:00,1988-06-28 00:00:00
92,6,2,2,1988-06-28 00:00:00,1988-06-28 00:00:00
93,6,2,1,1988-06-29 00:00:00,1988-06-29 00:00:00
94,6,2,1,1988-07-04 00:00:00,1988-07-04 00:00:00
95,6,2,2,1988-07-04 00:00:00,1988-07-04 00:00:00
96,6,2,1,1988-07-05 00:00:00,1988-07-05 00:00:00
97,6,2,2,1988-07-05 00:00:00,1988-07-05 00:00:00
98,6,2,1,1988-07-06 00:00:00,1988-07-06 00:00:00
99,6,2,1,1988-07-11 00:00:00,1988-07-11 00:00:00
100,6,2,2,1988-07-11 00:00:00,1988-07-11 00:00:00
101,6,2,1,1988-07-12 00:00:00,1988-07-12 00:00:00
102,6,2,2,1988-07-12 00:00:00,1988-07-12 00:00:00
103,6,2,1,1988-07-13 00:00:00,1988-07-13 00:00:00
104,6,2,1,1988-07-18 00:00:00,1988-07-18 00:00:00
105,6,2,2,1988-07-18 00:00:00,1988-07-18 00:00:00
106,6,2,1,1988-07-19 00:00:00,1988-07-19 00:00:00
107,6,2,2,1988-07-19 00:00:00,1988-07-19 00:00:00
108,6,2,1,1988-07-20 00:00:00,1988-07-20 00:00:00
109,6,2,1,1988-07-25 00:00:00,1988-07-25 00:00:00
110,6,2,2,1988-07-25 00:00:00,1988-07-25 00:00:00
111,6,2,1,1988-07-26 00:00:00,1988-07-26 00:00:00
112,6,2,2,1988-07-26 00:00:00,1988-07-26 00:00:00
113,6,2,1,1988-07-27 00:00:00,1988-07-27 00:00:00
