4001,4001,added,2009-09-28 11:27:09.618139,"",,j.burua
4002,4001,workflow,2009-09-28 11:27:09.677889,Create :  [ transition from new to draft bill ],,j.burua
4003,4001,modified,2009-09-28 11:27:09.679604,"",,j.burua
4004,4002,added,2009-09-28 11:31:37.567313,"",,j.burua
4005,4002,workflow,2009-09-28 11:31:37.645581,Create :  [ transition from new to draft bill ],,j.burua
4006,4002,modified,2009-09-28 11:31:37.647123,"",,j.burua
4007,4003,added,2009-09-28 11:35:10.793966,"",,j.burua
4008,4003,workflow,2009-09-28 11:35:10.855163,Create :  [ transition from new to draft bill ],,j.burua
4009,4003,modified,2009-09-28 11:35:10.856739,"",,j.burua
4010,4004,added,2009-09-28 11:39:58.647595,"",,j.burua
4011,4004,workflow,2009-09-28 11:39:58.703851,Create :  [ transition from new to draft bill ],,j.burua
4012,4004,modified,2009-09-28 11:39:58.705362,"",,j.burua
4013,4005,added,2009-09-28 11:46:48.780466,"",,j.burua
4014,4005,workflow,2009-09-28 11:46:48.838201,Create :  [ transition from new to draft bill ],,j.burua
4015,4005,modified,2009-09-28 11:46:48.839708,"",,j.burua
4016,4006,added,2009-09-28 12:00:34.96751,"",,j.burua
4017,4006,workflow,2009-09-28 12:00:35.027201,Create :  [ transition from new to draft bill ],,j.burua
4018,4006,modified,2009-09-28 12:00:35.028762,"",,j.burua
4019,4007,added,2009-09-28 12:06:47.347252,"",,j.burua
4020,4007,workflow,2009-09-28 12:06:47.420091,Create :  [ transition from new to draft bill ],,j.burua
4021,4007,modified,2009-09-28 12:06:47.421656,"",,j.burua
4022,4008,added,2009-09-28 13:17:47.214916,"",,j.burua
4023,4008,workflow,2009-09-28 13:17:47.268476,Create :  [ transition from new to draft bill ],,j.burua
4024,4008,modified,2009-09-28 13:17:47.269988,"",,j.burua
4025,4009,added,2009-09-28 13:23:31.983835,"",,j.burua
4026,4009,workflow,2009-09-28 13:23:32.04041,Create :  [ transition from new to draft bill ],,j.burua
4027,4009,modified,2009-09-28 13:23:32.042025,"",,j.burua
4028,4010,added,2009-09-28 13:33:53.263692,"",,j.burua
4029,4010,workflow,2009-09-28 13:33:53.324215,Create :  [ transition from new to draft bill ],,j.burua
4030,4010,modified,2009-09-28 13:33:53.32576,"",,j.burua
4031,4004,modified,2009-09-28 13:34:36.481211,Title,,j.burua
4032,4045,added,2009-09-28 16:36:00.413331,"",,d.gemom
4033,4045,workflow,2009-09-28 16:36:00.468347,Create :  [ transition from new to draft bill ],,d.gemom
4034,4045,modified,2009-09-28 16:36:00.469934,"",,d.gemom
4035,4056,added,2009-09-29 11:18:41.2878,"",,j.burua
4036,4056,workflow,2009-09-29 11:18:41.343742,Create :  [ transition from new to draft bill ],,j.burua
4037,4056,modified,2009-09-29 11:18:41.345234,"",,j.burua
4038,4057,added,2009-09-29 11:24:47.534584,"",,j.burua
4039,4057,workflow,2009-09-29 11:24:47.587312,Create :  [ transition from new to draft bill ],,j.burua
4040,4057,modified,2009-09-29 11:24:47.588831,"",,j.burua
4041,4058,added,2009-09-29 11:40:59.352417,"",,j.burua
4042,4058,workflow,2009-09-29 11:40:59.409747,Create :  [ transition from new to draft bill ],,j.burua
4043,4058,modified,2009-09-29 11:40:59.411238,"",,j.burua
4044,4059,added,2009-09-29 12:32:34.605246,"",,j.burua
4045,4059,workflow,2009-09-29 12:32:34.658564,Create :  [ transition from new to draft bill ],,j.burua
4046,4059,modified,2009-09-29 12:32:34.660103,"",,j.burua
4047,4060,added,2009-09-29 13:01:07.101064,"",,j.burua
4048,4060,workflow,2009-09-29 13:01:07.156267,Create :  [ transition from new to draft bill ],,j.burua
4049,4060,modified,2009-09-29 13:01:07.157765,"",,j.burua
4050,4061,added,2009-09-29 13:10:51.213413,"",,j.burua
4051,4061,workflow,2009-09-29 13:10:51.267968,Create :  [ transition from new to draft bill ],,j.burua
4052,4061,modified,2009-09-29 13:10:51.269466,"",,j.burua
4053,4062,added,2009-09-29 14:29:24.233678,"",,j.burua
4054,4062,workflow,2009-09-29 14:29:24.289595,Create :  [ transition from new to draft bill ],,j.burua
4055,4062,modified,2009-09-29 14:29:24.291096,"",,j.burua
4056,4063,added,2009-09-29 14:36:51.622646,"",,j.burua
4057,4063,workflow,2009-09-29 14:36:51.964168,Create :  [ transition from new to draft bill ],,j.burua
4058,4063,modified,2009-09-29 14:36:51.966908,"",,j.burua
4059,4064,added,2009-09-29 14:42:55.682322,"",,j.burua
4060,4064,workflow,2009-09-29 14:42:55.739766,Create :  [ transition from new to draft bill ],,j.burua
4061,4064,modified,2009-09-29 14:42:55.741285,"",,j.burua
4062,4065,added,2009-09-29 14:48:18.344447,"",,j.burua
4063,4065,workflow,2009-09-29 14:48:18.399675,Create :  [ transition from new to draft bill ],,j.burua
4064,4065,modified,2009-09-29 14:48:18.401193,"",,j.burua
