1,4066,added,2009-09-29 15:10:09.26572,"",,j.burua
2,4066,workflow,2009-09-29 15:10:09.364726,Create :  [ transition from new to Draft agenda item ],,j.burua
3,4066,modified,2009-09-29 15:10:09.366425,"",,j.burua
4,4067,added,2009-09-29 15:10:38.811848,"",,j.burua
5,4067,workflow,2009-09-29 15:10:38.869429,Create :  [ transition from new to Draft agenda item ],,j.burua
6,4067,modified,2009-09-29 15:10:38.87093,"",,j.burua
7,4068,added,2009-09-29 15:11:14.035928,"",,j.burua
8,4068,workflow,2009-09-29 15:11:14.094955,Create :  [ transition from new to Draft agenda item ],,j.burua
9,4068,modified,2009-09-29 15:11:14.096474,"",,j.burua
10,4069,added,2009-09-29 15:11:47.072037,"",,j.burua
11,4069,workflow,2009-09-29 15:11:47.12887,Create :  [ transition from new to Draft agenda item ],,j.burua
12,4069,modified,2009-09-29 15:11:47.130361,"",,j.burua
13,4070,added,2009-09-29 15:12:38.444086,"",,j.burua
14,4070,workflow,2009-09-29 15:12:38.500156,Create :  [ transition from new to Draft agenda item ],,j.burua
15,4070,modified,2009-09-29 15:12:38.501649,"",,j.burua
16,4071,added,2009-09-29 15:13:14.157616,"",,j.burua
17,4071,workflow,2009-09-29 15:13:14.213902,Create :  [ transition from new to Draft agenda item ],,j.burua
18,4071,modified,2009-09-29 15:13:14.215405,"",,j.burua
19,4072,added,2009-09-29 15:14:09.278407,"",,j.burua
20,4072,workflow,2009-09-29 15:14:09.333497,Create :  [ transition from new to Draft agenda item ],,j.burua
21,4072,modified,2009-09-29 15:14:09.335011,"",,j.burua
22,4073,added,2009-09-29 15:22:29.389435,"",,j.burua
23,4073,workflow,2009-09-29 15:22:29.535464,Create :  [ transition from new to Draft agenda item ],,j.burua
24,4073,modified,2009-09-29 15:22:29.537757,"",,j.burua
25,4074,added,2009-09-29 15:27:16.739161,"",,j.burua
26,4074,workflow,2009-09-29 15:27:16.796764,Create :  [ transition from new to Draft agenda item ],,j.burua
27,4074,modified,2009-09-29 15:27:16.79828,"",,j.burua
28,4075,added,2009-09-29 15:33:40.051233,"",,j.burua
29,4075,workflow,2009-09-29 15:33:40.129165,Create :  [ transition from new to Draft agenda item ],,j.burua
30,4075,modified,2009-09-29 15:33:40.130742,"",,j.burua
31,4076,added,2009-09-29 15:36:51.53575,"",,d.gemom
32,4076,workflow,2009-09-29 15:36:51.599492,Create :  [ transition from new to Draft agenda item ],,d.gemom
33,4076,modified,2009-09-29 15:36:51.601041,"",,d.gemom
34,4077,added,2009-09-29 15:40:26.893401,"",,d.gemom
35,4077,workflow,2009-09-29 15:40:26.95078,Create :  [ transition from new to Draft agenda item ],,d.gemom
36,4077,modified,2009-09-29 15:40:26.952308,"",,d.gemom
37,4078,added,2009-09-29 15:41:08.507079,"",,d.gemom
38,4078,workflow,2009-09-29 15:41:08.564134,Create :  [ transition from new to Draft agenda item ],,d.gemom
39,4078,modified,2009-09-29 15:41:08.565985,"",,d.gemom
40,4079,added,2009-09-29 15:42:19.808312,"",,d.gemom
41,4079,workflow,2009-09-29 15:42:19.867758,Create :  [ transition from new to Draft agenda item ],,d.gemom
42,4079,modified,2009-09-29 15:42:19.869284,"",,d.gemom
43,4080,added,2009-09-29 15:42:46.343517,"",,d.gemom
44,4080,workflow,2009-09-29 15:42:46.399857,Create :  [ transition from new to Draft agenda item ],,d.gemom
45,4080,modified,2009-09-29 15:42:46.401384,"",,d.gemom
46,4081,added,2009-09-29 15:46:44.823772,"",,d.gemom
