bungeni.Owner,bungeni.agendaitem.Edit,t,agendaitem,4066
bungeni.Owner,zope.View,t,agendaitem,4066
bungeni.Owner,bungeni.agendaitem.Delete,t,agendaitem,4066
bungeni.MP,zope.View,f,agendaitem,4066
bungeni.Clerk,zope.View,f,agendaitem,4066
bungeni.Speaker,zope.View,f,agendaitem,4066
bungeni.Minister,zope.View,f,agendaitem,4066
bungeni.Everybody,zope.View,f,agendaitem,4066
bungeni.Anybody,zope.View,f,agendaitem,4066
bungeni.Owner,zope.View,t,agendaitem,4067
bungeni.MP,zope.View,f,agendaitem,4067
bungeni.Speaker,zope.View,f,agendaitem,4067
bungeni.Minister,zope.View,f,agendaitem,4067
bungeni.Everybody,zope.View,f,agendaitem,4067
bungeni.Anybody,zope.View,f,agendaitem,4067
bungeni.Owner,bungeni.agendaitem.Edit,t,agendaitem,4068
bungeni.Owner,zope.View,t,agendaitem,4068
bungeni.Owner,bungeni.agendaitem.Delete,t,agendaitem,4068
bungeni.MP,zope.View,f,agendaitem,4068
bungeni.Clerk,zope.View,f,agendaitem,4068
bungeni.Speaker,zope.View,f,agendaitem,4068
bungeni.Minister,zope.View,f,agendaitem,4068
bungeni.Everybody,zope.View,f,agendaitem,4068
bungeni.Anybody,zope.View,f,agendaitem,4068
bungeni.Owner,zope.View,t,agendaitem,4069
bungeni.MP,zope.View,f,agendaitem,4069
bungeni.Speaker,zope.View,f,agendaitem,4069
bungeni.Minister,zope.View,f,agendaitem,4069
bungeni.Everybody,zope.View,f,agendaitem,4069
bungeni.Anybody,zope.View,f,agendaitem,4069
bungeni.Owner,bungeni.agendaitem.Edit,t,agendaitem,4070
bungeni.Owner,zope.View,t,agendaitem,4070
bungeni.Owner,bungeni.agendaitem.Delete,t,agendaitem,4070
bungeni.MP,zope.View,f,agendaitem,4070
bungeni.Clerk,zope.View,f,agendaitem,4070
bungeni.Speaker,zope.View,f,agendaitem,4070
bungeni.Minister,zope.View,f,agendaitem,4070
bungeni.Everybody,zope.View,f,agendaitem,4070
bungeni.Anybody,zope.View,f,agendaitem,4070
bungeni.Owner,bungeni.agendaitem.Edit,t,agendaitem,4071
bungeni.Owner,zope.View,t,agendaitem,4071
