1,15,1988-01-23 00:00:00,1992-11-05 00:00:00
2,13,1988-01-23 00:00:00,1992-11-05 00:00:00
3,12,1988-01-23 00:00:00,1992-11-05 00:00:00
4,16,1988-01-23 00:00:00,1992-11-05 00:00:00
5,12,1988-01-23 00:00:00,1992-11-05 00:00:00
6,16,1988-01-30 00:00:00,1990-11-16 00:00:00
6,14,1990-11-17 00:00:00,1992-11-05 00:00:00
7,14,1988-01-23 00:00:00,1992-11-05 00:00:00
8,14,1988-01-23 00:00:00,1992-11-05 00:00:00
9,15,1988-01-23 00:00:00,1992-11-05 00:00:00
10,13,1988-01-23 00:00:00,1992-11-05 00:00:00
11,16,1988-01-23 00:00:00,1992-11-05 00:00:00
12,16,1988-01-23 00:00:00,1992-11-05 00:00:00
13,12,1988-01-23 00:00:00,1992-11-05 00:00:00
14,11,1988-01-23 00:00:00,1992-11-05 00:00:00
15,15,1988-01-30 00:00:00,1992-11-05 00:00:00
16,15,1988-01-23 00:00:00,1991-12-12 00:00:00
17,14,1988-01-23 00:00:00,1992-11-05 00:00:00
18,12,1988-01-23 00:00:00,1992-11-05 00:00:00
19,15,1988-01-23 00:00:00,1992-11-05 00:00:00
20,16,1988-01-27 00:00:00,1992-11-05 00:00:00
21,11,1988-01-23 00:00:00,1992-11-05 00:00:00
22,16,1988-01-23 00:00:00,1992-11-05 00:00:00
23,16,1988-01-23 00:00:00,1992-11-05 00:00:00
24,16,1988-01-23 00:00:00,1990-02-07 00:00:00
24,17,1990-02-08 00:00:00,1992-11-05 00:00:00
25,16,1988-01-30 00:00:00,1992-11-05 00:00:00
26,13,1988-01-23 00:00:00,1992-11-05 00:00:00
27,14,1988-01-23 00:00:00,1992-11-05 00:00:00
28,12,1988-01-23 00:00:00,1992-11-05 00:00:00
29,14,1988-01-23 00:00:00,1992-11-05 00:00:00
30,14,1988-01-27 00:00:00,1992-11-05 00:00:00
31,13,1988-01-23 00:00:00,1992-11-05 00:00:00
32,11,1988-01-23 00:00:00,1992-11-05 00:00:00
33,15,1988-01-23 00:00:00,1992-11-05 00:00:00
34,12,1988-01-23 00:00:00,1990-05-25 00:00:00
35,14,1988-01-23 00:00:00,1992-11-05 00:00:00
36,16,1988-01-23 00:00:00,1991-11-21 00:00:00
36,17,1991-11-22 00:00:00,1992-11-05 00:00:00
37,13,1988-01-23 00:00:00,1992-11-05 00:00:00
38,15,1988-01-23 00:00:00,1992-11-05 00:00:00
39,15,1988-01-23 00:00:00,1992-11-05 00:00:00
40,13,1988-01-23 00:00:00,1992-11-05 00:00:00
41,12,1988-01-23 00:00:00,1992-11-05 00:00:00
42,13,1988-01-23 00:00:00,1989-05-30 00:00:00
