6,173,1988-01-23,1990-10-10
9,363,2003-01-05,
9,365,2003-01-05,
9,367,2003-01-05,
9,368,2003-01-05,
9,369,2003-01-05,
9,374,2003-01-05,
9,391,2003-01-05,
9,392,2003-01-05,
9,393,2003-01-05,
9,394,2003-01-05,
9,395,2003-01-05,
9,396,2003-01-05,
9,397,2003-01-05,
9,398,2003-01-05,
9,399,2003-01-05,
9,400,2003-01-05,
9,401,2003-01-05,
9,403,2003-01-05,
9,404,2003-01-05,
9,405,2003-01-05,
9,406,2003-01-05,
9,407,2003-01-05,
9,408,2003-01-05,
9,409,2003-01-05,
9,410,2003-01-05,
9,411,2003-01-05,
9,412,2003-01-05,
9,413,2003-01-05,
9,415,2003-01-05,
9,416,2003-01-05,
163,176,1988-01-30,1989-06-05
9,417,2003-01-05,
9,422,2003-01-05,
9,424,2003-01-05,
9,425,2003-01-05,
9,427,2003-01-05,
9,428,2003-01-05,
9,429,2003-01-05,
9,430,2003-01-05,
9,431,2003-01-05,
9,432,2003-01-05,
9,433,2003-01-05,
9,434,2003-01-05,
9,435,2003-01-05,
9,436,2003-01-05,
9,437,2003-01-05,
9,438,2003-01-05,
9,439,2003-01-05,
9,441,2003-01-05,
9,442,2003-01-05,
9,443,2003-01-05,
9,444,2003-01-05,
9,445,2003-01-05,
9,446,2003-01-05,
9,447,2003-01-05,
9,448,2003-01-05,
9,450,2003-01-05,
9,451,2003-01-05,
9,452,2003-01-05,
9,453,2003-01-05,
9,456,2003-01-05,
9,459,2003-01-05,
9,460,2003-01-05,
9,461,2003-01-05,
9,462,2003-01-05,
9,464,2003-01-05,
9,465,2003-01-05,
9,466,2003-01-05,
9,467,2003-01-05,
9,468,2003-01-05,
9,469,2003-01-05,
9,470,2003-01-05,
9,472,2003-01-05,
9,473,2003-01-05,
9,474,2003-01-05,
9,475,2003-01-05,
9,476,2003-01-05,
9,477,2003-01-05,
9,478,2003-01-05,
9,479,2003-01-05,
9,480,2003-01-05,
9,1,2003-01-05,
9,2,2003-01-05,
9,5,2003-01-05,
9,14,2003-01-05,
9,15,2003-01-05,
9,25,2003-01-05,
9,61,2003-01-05,
9,62,2003-01-05,
9,69,2003-01-05,
9,264,2003-01-05,
9,265,2003-01-05,
184,544,1998-01-17,2002-11-25
184,556,1998-01-17,2002-11-25
186,61,2001-06-24,2002-11-25
187,399,1998-01-15,1999-06-12
187,400,1999-06-17,2000-06-15
187,405,2000-06-20,2001-06-19
187,409,2001-06-24,2002-11-25
9,481,2003-01-05,
9,483,2003-01-05,
9,484,2003-01-05,
9,485,2003-01-05,
187,481,1998-01-15,1999-06-12
187,483,1998-01-15,1999-06-12
187,477,1999-06-17,2000-06-15
187,483,1999-06-17,2000-06-15
187,342,2000-06-20,2001-06-19
187,571,1998-01-17,2002-11-25
187,571,1998-01-17,2002-11-25
187,571,1998-01-17,2002-11-25
187,571,1998-01-17,2002-11-25
9,486,2003-01-05,
31,1,1988-01-23,1993-02-03
164,180,1989-06-25,1990-06-09
15,1,1988-01-23,1992-11-05
13,2,1988-01-23,1992-11-05
12,3,1988-01-23,1992-11-05
16,4,1988-01-23,1992-11-05
12,5,1988-01-23,1992-11-05
16,6,1988-01-30,1990-11-16
14,6,1990-11-17,1992-11-05
14,7,1988-01-23,1992-11-05
14,8,1988-01-23,1992-11-05
15,9,1988-01-23,1992-11-05
194,554,2003-01-05,
195,581,2003-01-06,
196,561,2003-01-07,
197,575,2003-01-08,
198,571,2003-01-12,
13,313,1993-02-03,1997-12-03
13,314,1993-02-03,1997-12-03
18,315,1993-02-03,1997-12-03
15,316,1993-02-03,1997-12-03
18,317,1993-02-03,1997-12-03
13,318,1993-02-03,1997-12-03
18,319,1993-02-03,1997-12-03
14,320,1993-02-03,1997-12-03
18,321,1993-02-03,1997-12-03
15,322,1993-02-03,1997-12-03
18,323,1993-02-03,1997-12-03
18,324,1993-02-03,1997-12-03
18,325,1993-02-03,1997-12-03
15,326,1993-02-03,1996-01-15
15,327,1993-02-03,1997-12-03
13,328,1993-02-03,1997-12-03
13,329,1993-02-03,1997-12-03
14,330,1993-02-03,1997-12-03
14,331,1993-02-03,1997-12-03
14,332,1993-02-03,1997-12-03
18,333,1993-02-03,1997-12-03
12,334,1993-02-03,1997-12-03
14,335,1993-02-03,1997-12-03
12,336,1993-02-03,1997-12-03
12,337,1993-02-03,1997-12-03
13,338,1993-02-03,1997-12-03
14,339,1993-02-03,1997-12-03
194,126,2003-01-05,
194,5,2003-01-05,
194,262,2005-09-16,
194,61,2003-01-05,
194,353,2003-01-05,
194,520,2003-01-05,
194,283,2004-11-29,
194,150,2005-01-06,
194,510,2006-02-06,
194,138,2003-01-05,
195,149,2003-01-05,
195,431,2003-01-05,
195,430,2004-08-16,
195,69,2003-01-05,
195,415,2003-01-05,
195,452,2003-01-05,
195,25,2005-04-26,
195,485,2006-01-16,
195,61,2006-07-15,
195,367,2004-08-16,
196,150,2003-01-05,
196,431,2003-01-05,
196,431,2005-08-16,
196,72,2003-01-05,
196,416,2003-01-05,
196,453,2003-01-05,
196,486,2004-03-06,
196,61,2005-08-24,
196,62,2006-07-16,
196,368,2005-08-16,
197,151,2003-01-05,
197,168,2003-01-05,
197,432,2003-01-05,
197,125,2003-01-05,
197,417,2003-01-05,
197,456,2003-01-05,
197,69,2005-11-13,
197,487,2006-08-04,
197,74,2006-12-18,
197,521,2003-01-05,
198,15,2006-06-22,
199,571,2003-01-12,
199,573,2003-01-12,
200,571,2003-01-12,
200,573,2003-01-12,
201,571,2003-01-12,
201,573,2003-01-12,
18,340,1993-02-03,1997-12-03
15,341,1993-02-03,1997-12-03
17,342,1993-02-03,1997-12-03
18,343,1993-02-03,1997-12-03
14,344,1993-02-03,1997-12-03
13,345,1993-02-03,1997-12-03
17,346,1993-02-03,1997-12-03
17,347,1993-02-03,1997-12-03
18,348,1993-02-03,1997-12-03
13,349,1993-02-03,1997-12-03
15,350,1993-02-03,1997-12-03
14,351,1993-02-03,1997-12-03
15,352,1993-02-03,1996-09-14
17,352,1996-09-15,1997-12-03
12,353,1993-02-03,1997-12-03
13,354,1993-02-03,1997-12-03
15,355,1993-02-03,1997-12-03
13,356,1993-02-03,1997-12-03
13,357,1993-02-03,1997-12-03
18,358,1993-02-03,1997-12-03
17,359,1993-02-03,1997-12-03
