3,6,2,01/25/88 02:30 PM,01/25/88 06:30 PM,"en"
5,6,2,01/26/88 02:30 PM,01/26/88 06:30 PM,"en"
10,6,2,02/02/88 02:30 PM,02/02/88 06:30 PM,"en"
13,6,2,02/08/88 02:30 PM,02/08/88 06:30 PM,"en"
18,6,2,02/15/88 02:30 PM,02/15/88 06:30 PM,"en"
20,6,2,02/16/88 02:30 PM,02/16/88 06:30 PM,"en"
23,6,2,02/22/88 02:30 PM,02/22/88 06:30 PM,"en"
25,6,2,02/23/88 02:30 PM,02/23/88 06:30 PM,"en"
28,6,2,02/29/88 02:30 PM,02/29/88 06:30 PM,"en"
30,6,2,03/01/88 02:30 PM,03/01/88 06:30 PM,"en"
33,6,2,03/07/88 02:30 PM,03/07/88 06:30 PM,"en"
35,6,2,03/08/88 02:30 PM,03/08/88 06:30 PM,"en"
38,6,2,03/14/88 02:30 PM,03/14/88 06:30 PM,"en"
40,6,2,03/15/88 02:30 PM,03/15/88 06:30 PM,"en"
43,6,2,03/21/88 02:30 PM,03/21/88 06:30 PM,"en"
45,6,2,03/22/88 02:30 PM,03/22/88 06:30 PM,"en"
48,6,2,03/28/88 02:30 PM,03/28/88 06:30 PM,"en"
50,6,2,03/29/88 02:30 PM,03/29/88 06:30 PM,"en"
53,6,2,04/04/88 02:30 PM,04/04/88 06:30 PM,"en"
55,6,2,04/05/88 02:30 PM,04/05/88 06:30 PM,"en"
58,6,2,04/11/88 02:30 PM,04/11/88 06:30 PM,"en"
60,6,2,04/12/88 02:30 PM,04/12/88 06:30 PM,"en"
63,6,2,04/18/88 02:30 PM,04/18/88 06:30 PM,"en"
65,6,2,04/19/88 02:30 PM,04/19/88 06:30 PM,"en"
68,6,2,04/25/88 02:30 PM,04/25/88 06:30 PM,"en"
70,6,2,04/26/88 02:30 PM,04/26/88 06:30 PM,"en"
75,6,2,06/06/88 02:30 PM,06/06/88 06:30 PM,"en"
77,6,2,06/07/88 02:30 PM,06/07/88 06:30 PM,"en"
80,6,2,06/13/88 02:30 PM,06/13/88 06:30 PM,"en"
82,6,2,06/14/88 02:30 PM,06/14/88 06:30 PM,"en"
85,6,2,06/20/88 02:30 PM,06/20/88 06:30 PM,"en"
87,6,2,06/21/88 02:30 PM,06/21/88 06:30 PM,"en"
90,6,2,06/27/88 02:30 PM,06/27/88 06:30 PM,"en"
92,6,2,06/28/88 02:30 PM,06/28/88 06:30 PM,"en"
95,6,2,07/04/88 02:30 PM,07/04/88 06:30 PM,"en"
97,6,2,07/05/88 02:30 PM,07/05/88 06:30 PM,"en"
100,6,2,07/11/88 02:30 PM,07/11/88 06:30 PM,"en"
102,6,2,07/12/88 02:30 PM,07/12/88 06:30 PM,"en"
105,6,2,07/18/88 02:30 PM,07/18/88 06:30 PM,"en"
107,6,2,07/19/88 02:30 PM,07/19/88 06:30 PM,"en"
110,6,2,07/25/88 02:30 PM,07/25/88 06:30 PM,"en"
112,6,2,07/26/88 02:30 PM,07/26/88 06:30 PM,"en"
115,6,2,08/01/88 02:30 PM,08/01/88 06:30 PM,"en"
117,6,2,08/02/88 02:30 PM,08/02/88 06:30 PM,"en"
120,6,2,08/08/88 02:30 PM,08/08/88 06:30 PM,"en"
122,6,2,08/09/88 02:30 PM,08/09/88 06:30 PM,"en"
125,6,2,08/15/88 02:30 PM,08/15/88 06:30 PM,"en"
127,6,2,08/16/88 02:30 PM,08/16/88 06:30 PM,"en"
130,6,2,08/22/88 02:30 PM,08/22/88 06:30 PM,"en"
132,6,2,08/23/88 02:30 PM,08/23/88 06:30 PM,"en"
1083,7,2,11/03/93 02:30 PM,11/03/93 06:30 PM,"en"
1085,7,2,11/08/93 02:30 PM,11/08/93 06:30 PM,"en"
1087,7,2,11/09/93 02:30 PM,11/09/93 06:30 PM,"en"
1216,7,2,07/04/94 02:30 PM,07/04/94 06:30 PM,"en"
1218,7,2,07/05/94 02:30 PM,07/05/94 06:30 PM,"en"
1220,7,2,07/06/94 02:30 PM,07/06/94 06:30 PM,"en"
1222,7,2,07/11/94 02:30 PM,07/11/94 06:30 PM,"en"
1224,7,2,07/12/94 02:30 PM,07/12/94 06:30 PM,"en"
1352,7,2,02/22/95 02:30 PM,02/22/95 06:30 PM,"en"
1354,7,2,02/27/95 02:30 PM,02/27/95 06:30 PM,"en"
1356,7,2,02/28/95 02:30 PM,02/28/95 06:30 PM,"en"
1358,7,2,03/01/95 02:30 PM,03/01/95 06:30 PM,"en"
1360,7,2,03/06/95 02:30 PM,03/06/95 06:30 PM,"en"
1486,7,2,08/30/95 02:30 PM,08/30/95 06:30 PM,"en"
1487,7,2,08/30/95 02:30 PM,08/30/95 06:30 PM,"en"
1488,7,2,08/30/95 02:30 PM,08/30/95 06:30 PM,"en"
1491,7,2,10/09/95 02:30 PM,10/09/95 06:30 PM,"en"
1493,7,2,10/10/95 02:30 PM,10/10/95 06:30 PM,"en"
1495,7,2,10/11/95 02:30 PM,10/11/95 06:30 PM,"en"
1624,7,2,04/17/96 02:30 PM,04/17/96 06:30 PM,"en"
1626,7,2,04/22/96 02:30 PM,04/22/96 06:30 PM,"en"
1628,7,2,04/23/96 02:30 PM,04/23/96 06:30 PM,"en"
1630,7,2,04/24/96 02:30 PM,04/24/96 06:30 PM,"en"
1752,7,2,11/19/96 02:30 PM,11/19/96 06:30 PM,"en"
1754,7,2,11/20/96 02:30 PM,11/20/96 06:30 PM,"en"
1756,7,2,11/25/96 02:30 PM,11/25/96 06:30 PM,"en"
1758,7,2,11/26/96 02:30 PM,11/26/96 06:30 PM,"en"
1760,7,2,11/27/96 02:30 PM,11/27/96 06:30 PM,"en"
8,6,2,02/01/88 02:00 PM,02/01/88 06:10 PM,"en"
15,6,2,02/09/88 02:15 PM,02/09/88 06:30 PM,"en"
137,6,2,10/04/88 02:30 PM,10/04/88 06:30 PM,"en"
139,6,2,10/05/88 02:30 PM,10/05/88 06:30 PM,"en"
141,6,2,10/10/88 02:30 PM,10/10/88 06:30 PM,"en"
143,6,2,10/11/88 02:30 PM,10/11/88 06:30 PM,"en"
146,6,2,10/17/88 02:30 PM,10/17/88 06:30 PM,"en"
148,6,2,10/18/88 02:30 PM,10/18/88 06:30 PM,"en"
151,6,2,10/24/88 02:30 PM,10/24/88 06:30 PM,"en"
153,6,2,10/25/88 02:30 PM,10/25/88 06:30 PM,"en"
156,6,2,10/31/88 02:30 PM,10/31/88 06:30 PM,"en"
158,6,2,11/01/88 02:30 PM,11/01/88 06:30 PM,"en"
161,6,2,11/07/88 02:30 PM,11/07/88 06:30 PM,"en"
163,6,2,11/08/88 02:30 PM,11/08/88 06:30 PM,"en"
166,6,2,11/14/88 02:30 PM,11/14/88 06:30 PM,"en"
168,6,2,11/15/88 02:30 PM,11/15/88 06:30 PM,"en"
171,6,2,11/21/88 02:30 PM,11/21/88 06:30 PM,"en"
173,6,2,11/22/88 02:30 PM,11/22/88 06:30 PM,"en"
179,6,2,01/23/89 02:30 PM,01/23/89 06:30 PM,"en"
181,6,2,01/24/89 02:30 PM,01/24/89 06:30 PM,"en"
184,6,2,01/30/89 02:30 PM,01/30/89 06:30 PM,"en"
186,6,2,01/31/89 02:30 PM,01/31/89 06:30 PM,"en"
189,6,2,02/06/89 02:30 PM,02/06/89 06:30 PM,"en"
191,6,2,02/07/89 02:30 PM,02/07/89 06:30 PM,"en"
194,6,2,02/13/89 02:30 PM,02/13/89 06:30 PM,"en"
196,6,2,02/14/89 02:30 PM,02/14/89 06:30 PM,"en"
199,6,2,02/20/89 02:30 PM,02/20/89 06:30 PM,"en"
201,6,2,02/21/89 02:30 PM,02/21/89 06:30 PM,"en"
204,6,2,02/27/89 02:30 PM,02/27/89 06:30 PM,"en"
206,6,2,02/28/89 02:30 PM,02/28/89 06:30 PM,"en"
209,6,2,03/06/89 02:30 PM,03/06/89 06:30 PM,"en"
211,6,2,03/07/89 02:30 PM,03/07/89 06:30 PM,"en"
214,6,2,03/13/89 02:30 PM,03/13/89 06:30 PM,"en"
216,6,2,03/14/89 02:30 PM,03/14/89 06:30 PM,"en"
219,6,2,03/20/89 02:30 PM,03/20/89 06:30 PM,"en"
221,6,2,03/21/89 02:30 PM,03/21/89 06:30 PM,"en"
224,6,2,03/27/89 02:30 PM,03/27/89 06:30 PM,"en"
226,6,2,03/28/89 02:30 PM,03/28/89 06:30 PM,"en"
229,6,2,04/03/89 02:30 PM,04/03/89 06:30 PM,"en"
231,6,2,04/04/89 02:30 PM,04/04/89 06:30 PM,"en"
234,6,2,04/10/89 02:30 PM,04/10/89 06:30 PM,"en"
236,6,2,04/11/89 02:30 PM,04/11/89 06:30 PM,"en"
239,6,2,04/17/89 02:30 PM,04/17/89 06:30 PM,"en"
241,6,2,04/18/89 02:30 PM,04/18/89 06:30 PM,"en"
244,6,2,04/24/89 02:30 PM,04/24/89 06:30 PM,"en"
246,6,2,04/25/89 02:30 PM,04/25/89 06:30 PM,"en"
250,6,2,06/05/89 02:30 PM,06/05/89 06:30 PM,"en"
252,6,2,06/06/89 02:30 PM,06/06/89 06:30 PM,"en"
255,6,2,06/12/89 02:30 PM,06/12/89 06:30 PM,"en"
257,6,2,06/13/89 02:30 PM,06/13/89 06:30 PM,"en"
260,6,2,06/19/89 02:30 PM,06/19/89 06:30 PM,"en"
262,6,2,06/20/89 02:30 PM,06/20/89 06:30 PM,"en"
265,6,2,06/26/89 02:30 PM,06/26/89 06:30 PM,"en"
267,6,2,06/27/89 02:30 PM,06/27/89 06:30 PM,"en"
270,6,2,07/03/89 02:30 PM,07/03/89 06:30 PM,"en"
272,6,2,07/04/89 02:30 PM,07/04/89 06:30 PM,"en"
1763,7,2,01/08/97 02:30 PM,01/08/97 06:30 PM,"en"
1766,7,2,01/13/97 02:30 PM,01/13/97 06:30 PM,"en"
1768,7,2,01/14/97 02:30 PM,01/14/97 06:30 PM,"en"
1891,7,2,07/02/97 02:30 PM,07/02/97 06:30 PM,"en"
1893,7,2,07/07/97 02:30 PM,07/07/97 06:30 PM,"en"
1895,7,2,07/08/97 02:30 PM,07/08/97 06:30 PM,"en"
1897,7,2,07/09/97 02:30 PM,07/09/97 06:30 PM,"en"
1899,7,2,07/14/97 02:30 PM,07/14/97 06:30 PM,"en"
1901,7,2,07/15/97 02:30 PM,07/15/97 06:30 PM,"en"
1903,7,2,07/16/97 02:30 PM,07/16/97 06:30 PM,"en"
2036,8,2,03/23/98 02:30 PM,03/23/98 06:30 PM,"en"
2038,8,2,03/24/98 02:30 PM,03/24/98 06:30 PM,"en"
2040,8,2,03/25/98 02:30 PM,03/25/98 06:30 PM,"en"
2169,8,2,11/03/98 02:30 PM,11/03/98 06:30 PM,"en"
2171,8,2,11/04/98 02:30 PM,11/04/98 06:30 PM,"en"
2173,8,2,11/09/98 02:30 PM,11/09/98 06:30 PM,"en"
2175,8,2,11/10/98 02:30 PM,11/10/98 06:30 PM,"en"
2306,8,2,07/12/99 02:30 PM,07/12/99 06:30 PM,"en"
2308,8,2,07/13/99 02:30 PM,07/13/99 06:30 PM,"en"
2310,8,2,07/14/99 02:30 PM,07/14/99 06:30 PM,"en"
